,Airline,Source,Destination,Total_Stops,Additional_Info,Price,Day,Month,Year,Arrival_hour,Arrival_minutes,Dept_hour,Dept_minutes,Duration_minutes
4630,IndiGo,Delhi,Cochin,0,No info,8626,12,5,2019,0,20,21,5,195
3784,Jet Airways,Delhi,Cochin,2,No info,13882,6,6,2019,4,25,11,45,1000
8596,Air Asia,Banglore,New Delhi,0,No info,4482,24,3,2019,2,10,23,25,165
8369,Jet Airways,Kolkata,Banglore,1,No info,12681,1,4,2019,4,40,18,55,585
3550,Air India,Banglore,New Delhi,1,No info,11628,1,3,2019,23,10,17,0,370
8406,IndiGo,Delhi,Cochin,1,No info,8574,27,3,2019,1,35,18,35,420
1544,SpiceJet,Kolkata,Banglore,1,No info,4649,1,4,2019,20,20,15,5,315
3989,Jet Airways,Delhi,Cochin,2,No info,14300,12,6,2019,12,35,12,15,1460
6940,Jet Airways,Kolkata,Banglore,1,No info,13941,18,5,2019,8,15,5,45,1590
8068,Multiple carriers,Delhi,Cochin,1,No info,6637,27,3,2019,21,0,10,20,640
8023,Jet Airways,Delhi,Cochin,2,No info,15129,6,5,2019,4,25,5,30,1375
724,IndiGo,Kolkata,Banglore,0,No info,4174,18,4,2019,19,50,17,15,155
5740,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,9,5,2019,12,0,14,5,1315
6061,Jet Airways,Kolkata,Banglore,1,No info,14151,9,6,2019,18,0,17,0,1500
1127,Jet Airways,Delhi,Cochin,1,No info,14714,3,6,2019,19,0,20,55,1325
8583,SpiceJet,Kolkata,Banglore,0,No info,5515,3,3,2019,0,40,22,20,140
5698,Multiple carriers,Delhi,Cochin,2,No info,18275,3,6,2019,1,30,17,50,460
5313,Air India,Banglore,New Delhi,2,No info,9586,9,3,2019,21,25,10,30,655
9287,Air India,Kolkata,Banglore,2,No info,15957,18,5,2019,23,15,9,50,805
8876,IndiGo,Chennai,Kolkata,0,No info,3597,1,6,2019,17,5,14,45,140
2602,SpiceJet,Banglore,Delhi,0,No check-in baggage included,4319,12,4,2019,8,35,5,55,160
5829,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,18,5,2019,10,5,14,5,1200
1561,Jet Airways,Delhi,Cochin,2,No info,13376,24,6,2019,4,25,6,45,1300
3688,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,9,6,2019,4,25,13,0,925
5121,Multiple carriers,Delhi,Cochin,1,No info,16108,1,6,2019,19,15,11,30,465
3860,IndiGo,Kolkata,Banglore,0,No info,4804,1,6,2019,0,50,22,15,155
5326,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,11087,12,3,2019,18,25,22,55,1170
6062,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,24,6,2019,12,35,15,0,1295
3245,Air India,Delhi,Cochin,0,No info,5201,24,6,2019,17,10,14,10,180
4645,Air India,Kolkata,Banglore,1,No info,6117,6,5,2019,9,50,19,0,890
6000,Air India,Delhi,Cochin,1,No info,7480,15,5,2019,9,25,20,40,765
2870,Jet Airways,Banglore,Delhi,0,No info,7229,1,5,2019,11,20,8,20,180
5195,IndiGo,Delhi,Cochin,1,No info,6416,27,3,2019,21,0,11,30,570
6440,SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3841,21,5,2019,0,40,22,20,140
6840,Jet Airways,Delhi,Cochin,2,In-flight meal not included,13029,9,5,2019,19,0,5,30,810
5197,Jet Airways,Delhi,Cochin,1,No info,14714,9,6,2019,19,0,22,50,1210
9503,IndiGo,Delhi,Cochin,1,No info,6674,27,5,2019,22,30,6,50,940
7614,Air Asia,Banglore,Delhi,0,No info,4483,1,5,2019,2,45,23,55,170
8243,Air India,Kolkata,Banglore,2,No info,9416,12,6,2019,21,50,12,0,590
1392,Air India,Kolkata,Banglore,2,No info,10151,9,6,2019,7,55,12,0,1195
752,Air India,Delhi,Cochin,1,No info,8582,1,6,2019,19,15,21,0,1335
9027,Air India,Mumbai,Hyderabad,0,No info,3625,6,6,2019,15,25,13,55,90
3145,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,7832,21,3,2019,10,25,16,55,1050
6727,Air India,Kolkata,Banglore,2,No info,8005,24,3,2019,13,40,5,50,470
10428,Jet Airways,Delhi,Cochin,2,In-flight meal not included,11507,6,6,2019,19,0,5,30,810
17,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,12,6,2019,12,35,14,0,1355
1770,IndiGo,Kolkata,Banglore,0,No info,4804,27,4,2019,12,20,9,35,165
1888,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,3,6,2019,4,25,18,15,610
1642,Jet Airways,Banglore,New Delhi,1,No info,13555,6,3,2019,5,5,5,45,1400
2316,SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3815,15,3,2019,11,30,9,0,150
132,Vistara,Delhi,Cochin,0,No info,6216,12,5,2019,17,50,14,40,190
8767,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,7832,21,3,2019,15,15,7,0,495
9308,Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,3210,6,6,2019,21,5,19,35,90
5464,Air India,Chennai,Kolkata,0,No info,3145,27,3,2019,13,55,11,40,135
9434,IndiGo,Delhi,Cochin,1,No info,6069,6,6,2019,21,0,16,0,300
1095,Air India,Banglore,New Delhi,1,No info,6850,15,3,2019,23,20,22,0,1520
3772,IndiGo,Delhi,Cochin,1,No info,8854,1,5,2019,1,30,18,35,415
9936,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,7757,6,5,2019,8,15,21,10,665
527,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,27,5,2019,19,0,14,0,300
4519,Air India,Kolkata,Banglore,2,No info,12009,1,4,2019,10,30,9,25,1505
2002,Jet Airways,Delhi,Cochin,2,No info,13180,21,3,2019,18,50,16,10,1600
4184,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,1,6,2019,12,35,14,0,1355
168,Jet Airways,Delhi,Cochin,1,In-flight meal not included,6540,27,3,2019,4,25,19,15,550
6513,Vistara,Banglore,New Delhi,0,No info,5613,24,3,2019,18,35,16,0,155
1919,SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3841,15,5,2019,19,40,17,10,150
701,Jet Airways,Delhi,Cochin,2,No info,16704,1,5,2019,4,25,23,5,1760
5022,Air Asia,Delhi,Cochin,1,No info,6152,24,6,2019,6,35,20,45,590
7670,IndiGo,Banglore,Delhi,0,No info,3943,1,6,2019,6,50,4,0,170
7334,SpiceJet,Chennai,Kolkata,0,No info,3911,6,5,2019,10,35,8,20,135
3881,SpiceJet,Kolkata,Banglore,0,No info,3873,12,4,2019,19,40,17,10,150
6206,Air India,Kolkata,Banglore,2,No info,6117,15,5,2019,4,40,9,10,1170
5507,Jet Airways,Banglore,Delhi,0,In-flight meal not included,7229,9,6,2019,8,45,6,0,165
772,Multiple carriers,Delhi,Cochin,1,No info,6795,9,6,2019,1,30,11,40,830
1298,Multiple carriers,Delhi,Cochin,1,No info,13587,1,6,2019,21,0,9,0,720
8730,Jet Airways,Delhi,Cochin,2,In-flight meal not included,11507,3,6,2019,12,35,9,35,1620
1352,Jet Airways,Delhi,Cochin,2,No info,15129,21,5,2019,4,25,19,30,535
3615,IndiGo,Mumbai,Hyderabad,0,No info,5755,3,3,2019,13,25,12,0,85
8136,Air India,Banglore,Delhi,0,No info,6121,24,4,2019,12,45,10,0,165
1287,Multiple carriers,Delhi,Cochin,1,No info,12192,24,6,2019,12,35,3,50,525
5577,Jet Airways,Delhi,Cochin,2,No info,11664,9,4,2019,19,0,5,30,810
7036,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,9,6,2019,12,35,9,0,1655
8935,Multiple carriers,Delhi,Cochin,1,No info,7198,3,6,2019,1,30,19,0,390
9825,Air India,Delhi,Cochin,1,No info,8372,9,6,2019,7,40,20,0,700
4463,Multiple carriers,Delhi,Cochin,2,No info,18275,1,6,2019,1,30,15,5,625
2013,Jet Airways,Delhi,Cochin,1,In-flight meal not included,11848,9,3,2019,4,25,19,45,520
5028,Multiple carriers,Delhi,Cochin,1,No info,7575,9,5,2019,19,15,4,55,860
9439,SpiceJet,Delhi,Cochin,1,No info,11349,3,3,2019,21,55,15,55,360
8229,Multiple carriers,Delhi,Cochin,1,No info,6795,6,6,2019,1,30,10,20,910
2732,IndiGo,Delhi,Cochin,1,No info,7923,15,5,2019,1,30,16,0,570
8140,GoAir,Banglore,Delhi,0,No info,4632,6,4,2019,10,40,7,45,175
2147,SpiceJet,Banglore,Delhi,0,No check-in baggage included,3257,12,5,2019,8,35,5,55,160
4222,Multiple carriers,Delhi,Cochin,1,No info,7618,27,5,2019,21,0,7,0,840
7388,SpiceJet,Kolkata,Banglore,0,No info,3873,6,5,2019,0,40,22,20,140
4295,Jet Airways,Delhi,Cochin,2,No info,14441,6,6,2019,12,35,5,30,425
449,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,7064,1,4,2019,19,50,18,55,1495
2691,Multiple carriers,Delhi,Cochin,1,No info,7408,9,6,2019,11,30,3,50,460
5573,Jet Airways,Delhi,Cochin,1,No info,12557,21,3,2019,18,50,17,30,1520
7222,Jet Airways,Delhi,Cochin,2,In-flight meal not included,11507,27,6,2019,12,35,21,25,910
810,IndiGo,Delhi,Cochin,1,No info,6412,15,5,2019,22,30,14,20,490
7220,IndiGo,Mumbai,Hyderabad,0,No info,2227,24,3,2019,21,35,20,5,90
8015,Multiple carriers,Delhi,Cochin,1,No info,7740,24,5,2019,22,30,14,55,455
4414,IndiGo,Banglore,Delhi,0,No info,4823,27,6,2019,10,5,7,10,175
5709,Jet Airways,Banglore,Delhi,0,In-flight meal not included,5198,18,5,2019,10,10,7,10,180
7728,SpiceJet,Banglore,New Delhi,0,No check-in baggage included,4839,21,3,2019,12,30,9,35,175
6497,Jet Airways,Banglore,New Delhi,1,1 Long layover,31825,1,3,2019,9,30,18,40,890
7030,GoAir,Delhi,Cochin,1,No info,6922,27,4,2019,19,35,10,35,540
8667,Jet Airways,Banglore,Delhi,0,In-flight meal not included,4544,24,4,2019,22,0,18,55,185
1477,Air India,Kolkata,Banglore,2,No info,14960,1,5,2019,12,30,16,45,1185
1790,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,15,6,2019,4,25,18,15,610
2333,Multiple carriers,Delhi,Cochin,1,No info,7198,6,6,2019,1,30,18,0,450
2008,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,12384,18,5,2019,22,5,9,35,750
682,Jet Airways,Kolkata,Banglore,1,No info,14781,9,5,2019,18,15,6,30,705
4092,Air India,Banglore,New Delhi,2,No info,14143,6,3,2019,16,30,8,50,1900
4602,Air India,Kolkata,Banglore,2,No info,14083,6,5,2019,1,20,7,0,1100
2586,Vistara,Delhi,Cochin,0,No info,4851,1,4,2019,17,50,14,40,190
57,Vistara,Chennai,Kolkata,0,No info,7414,6,3,2019,9,20,7,5,135
7078,Jet Airways,Delhi,Cochin,1,No info,16376,27,5,2019,12,35,2,15,620
4560,Multiple carriers,Delhi,Cochin,1,No info,6673,27,3,2019,1,35,17,0,515
6647,IndiGo,Delhi,Cochin,0,No info,5601,15,6,2019,8,50,5,35,195
8965,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,27,6,2019,19,0,15,0,1680
3991,Jet Airways,Delhi,Cochin,2,No info,14300,12,6,2019,19,0,18,20,1480
46,IndiGo,Banglore,Delhi,0,No info,3943,27,5,2019,6,50,4,0,170
30,Vistara,Chennai,Kolkata,0,No info,3687,18,6,2019,9,20,7,5,135
8119,Jet Airways,Delhi,Cochin,2,No info,15129,21,5,2019,19,0,5,30,810
5129,Jet Airways,Delhi,Cochin,1,No info,17549,9,3,2019,4,25,8,0,1225
1468,SpiceJet,Mumbai,Hyderabad,0,No check-in baggage included,1965,21,5,2019,14,45,13,15,90
1665,SpiceJet,Kolkata,Banglore,0,No info,5515,3,3,2019,11,30,9,0,150
1416,Jet Airways,Banglore,Delhi,0,In-flight meal not included,3502,15,5,2019,18,10,15,15,175
6669,SpiceJet,Kolkata,Banglore,0,No info,4622,9,3,2019,0,40,22,20,140
2358,Jet Airways,Kolkata,Banglore,1,No info,14151,9,6,2019,9,45,20,25,800
6706,IndiGo,Mumbai,Hyderabad,0,No info,4049,12,6,2019,7,55,6,25,90
2992,SpiceJet,Kolkata,Banglore,0,No info,3873,21,6,2019,9,30,6,55,155
7976,Jet Airways,Mumbai,Hyderabad,0,No info,8040,6,5,2019,11,50,10,20,90
7636,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,9,6,2019,19,50,18,55,1495
429,Vistara,Kolkata,Banglore,1,No info,8452,6,5,2019,22,40,20,20,1580
7550,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,15,5,2019,18,15,18,55,1400
6187,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,15,6,2019,19,0,10,0,540
385,SpiceJet,Chennai,Kolkata,0,No info,3384,27,3,2019,20,5,17,45,140
1945,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,24,5,2019,18,15,16,30,1545
4649,Jet Airways,Kolkata,Banglore,1,No info,13759,24,3,2019,12,0,8,25,1655
6448,IndiGo,Delhi,Cochin,0,No info,7673,3,3,2019,8,50,5,35,195
473,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12583,6,3,2019,4,25,22,20,365
3305,Multiple carriers,Delhi,Cochin,1,No info,11098,1,6,2019,12,35,4,55,460
5609,IndiGo,Banglore,Delhi,0,No info,4823,9,4,2019,21,20,18,25,175
5916,Air India,Delhi,Cochin,1,No info,28322,1,3,2019,7,40,4,0,1660
7235,Air India,Delhi,Cochin,2,No info,9417,12,6,2019,9,25,17,15,970
7709,Air India,Delhi,Cochin,1,No info,6587,27,6,2019,6,50,5,15,1535
1055,Jet Airways,Banglore,Delhi,0,In-flight meal not included,6144,18,5,2019,11,20,8,20,180
2281,Air India,Delhi,Cochin,2,No info,8603,27,6,2019,19,15,12,0,435
3928,IndiGo,Mumbai,Hyderabad,0,No info,4392,18,5,2019,7,55,6,25,90
7095,Jet Airways,Kolkata,Banglore,1,No info,13759,24,3,2019,16,20,19,45,1235
5151,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,9,5,2019,12,0,20,0,960
7278,IndiGo,Kolkata,Banglore,1,No info,4268,6,4,2019,20,30,15,15,315
2807,Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,2071,18,3,2019,21,5,19,35,90
811,Jet Airways,Kolkata,Banglore,1,No info,13941,18,5,2019,4,40,16,30,730
7414,Air India,Banglore,Delhi,0,No info,6961,24,6,2019,8,55,6,10,165
6208,Jet Airways,Kolkata,Banglore,1,No info,14388,15,5,2019,8,15,21,10,665
3412,SpiceJet,Chennai,Kolkata,0,No info,6300,9,3,2019,12,5,9,30,155
8487,Jet Airways,Delhi,Cochin,1,In-flight meal not included,15400,3,3,2019,18,50,9,0,590
6871,Jet Airways,Kolkata,Banglore,1,No info,12121,15,5,2019,22,5,9,35,750
111,IndiGo,Banglore,Delhi,0,No info,5780,12,4,2019,21,50,18,55,175
9325,IndiGo,Chennai,Kolkata,0,No info,4752,24,3,2019,15,35,13,20,135
7300,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8066,1,4,2019,21,5,9,35,690
1745,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12373,18,5,2019,4,25,21,50,395
10367,Multiple carriers,Delhi,Cochin,1,No info,6795,6,6,2019,1,30,15,15,615
1452,Jet Airways,Banglore,New Delhi,1,No info,14815,6,3,2019,7,40,8,55,1365
2149,IndiGo,Banglore,New Delhi,1,No info,10231,9,3,2019,21,35,16,50,285
319,IndiGo,Kolkata,Banglore,0,No info,4148,15,3,2019,17,55,15,20,155
6735,Jet Airways,Delhi,Cochin,2,No info,13376,12,6,2019,4,25,6,45,1300
9016,Multiple carriers,Delhi,Cochin,1,No info,7354,27,6,2019,19,15,6,40,755
1922,Jet Airways,Delhi,Cochin,2,In-flight meal not included,9905,15,6,2019,12,35,21,25,910
8695,IndiGo,Delhi,Cochin,1,No info,5883,3,6,2019,1,30,11,25,845
9298,Jet Airways,Kolkata,Banglore,1,No info,14781,1,5,2019,23,35,16,30,425
4004,Air India,Delhi,Cochin,1,No info,7480,15,6,2019,9,25,20,40,765
4708,Vistara,Kolkata,Banglore,1,No info,8610,6,5,2019,20,20,7,10,790
3319,Multiple carriers,Delhi,Cochin,1,No info,8143,24,6,2019,21,0,9,0,720
2129,Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,4995,9,5,2019,11,50,10,20,90
7136,Air Asia,Kolkata,Banglore,0,No info,4107,1,4,2019,1,20,22,50,150
8372,Multiple carriers,Delhi,Cochin,1,No info,9315,15,5,2019,19,0,7,30,690
7355,Vistara,Kolkata,Banglore,1,No info,9870,24,5,2019,23,25,17,0,385
2899,Air India,Delhi,Cochin,2,No info,9443,21,5,2019,19,15,19,45,1410
8209,IndiGo,Kolkata,Banglore,0,No info,4804,9,5,2019,7,15,4,40,155
7108,Jet Airways,Delhi,Cochin,1,No info,14924,3,6,2019,12,35,7,5,330
8713,Jet Airways,Kolkata,Banglore,1,No info,11467,6,5,2019,18,0,17,0,1500
5805,Air India,Kolkata,Banglore,2,No info,11411,12,5,2019,8,55,5,50,1625
1052,IndiGo,Delhi,Cochin,1,No info,5054,27,6,2019,12,10,7,35,275
4574,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,21,5,2019,4,25,2,15,1570
4381,Jet Airways,Delhi,Cochin,2,In-flight meal not included,13029,21,5,2019,19,0,9,40,560
99,Jet Airways,Delhi,Cochin,2,No info,14300,12,6,2019,12,35,20,0,995
7066,Multiple carriers,Delhi,Cochin,1,No info,12402,3,6,2019,19,0,7,0,720
1456,Jet Airways,Kolkata,Banglore,1,No info,13941,18,5,2019,4,40,5,45,1375
361,SpiceJet,Kolkata,Banglore,0,No check-in baggage included,4781,24,3,2019,9,35,6,55,160
812,Vistara,Banglore,Delhi,0,No info,4668,6,5,2019,9,40,7,0,160
1092,IndiGo,Kolkata,Banglore,0,No info,4778,6,3,2019,23,5,20,25,160
2984,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,1,6,2019,19,0,13,0,360
4002,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8586,9,5,2019,4,40,8,25,1215
4342,Jet Airways,Kolkata,Banglore,1,No info,13044,12,6,2019,8,15,20,0,735
4716,Jet Airways,Kolkata,Banglore,1,No info,11467,1,5,2019,9,45,17,0,1005
9908,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,21,5,2019,12,0,6,30,330
7131,Vistara,Banglore,Delhi,0,No info,5613,18,4,2019,19,35,17,0,155
9508,Jet Airways,Banglore,Delhi,0,In-flight meal not included,7229,9,6,2019,20,45,17,45,180
1414,Air India,Mumbai,Hyderabad,2,No info,9977,12,3,2019,14,50,1,35,795
540,IndiGo,Kolkata,Banglore,1,No info,5699,18,5,2019,22,15,17,35,280
6419,SpiceJet,Banglore,Delhi,0,No info,3625,18,6,2019,8,35,5,55,160
4387,IndiGo,Kolkata,Banglore,0,No info,4804,3,5,2019,0,5,21,25,160
1146,Jet Airways,Delhi,Cochin,2,No info,15129,9,5,2019,12,35,9,40,1615
6903,Jet Airways,Delhi,Cochin,2,No info,16704,18,5,2019,19,0,19,10,1430
754,IndiGo,Delhi,Cochin,1,No info,6442,27,4,2019,16,10,7,35,515
3827,Air India,Delhi,Cochin,0,No info,6934,21,4,2019,17,10,14,10,180
6333,IndiGo,Banglore,Delhi,0,No info,4823,3,5,2019,10,5,7,10,175
8973,Air Asia,Kolkata,Banglore,0,No info,4107,15,5,2019,1,20,22,50,150
10348,Jet Airways,Banglore,New Delhi,1,No info,20800,1,3,2019,9,0,14,5,1135
9961,IndiGo,Delhi,Cochin,1,No info,7520,18,5,2019,12,10,5,5,425
9847,IndiGo,Banglore,Delhi,0,No info,4423,6,4,2019,13,0,10,10,170
8913,Multiple carriers,Delhi,Cochin,1,No info,8073,15,5,2019,21,0,10,0,660
4393,Multiple carriers,Delhi,Cochin,1,No info,13727,15,5,2019,21,0,14,0,420
8543,IndiGo,Delhi,Cochin,0,No info,6015,18,5,2019,8,50,5,35,195
4329,SpiceJet,Kolkata,Banglore,1,No info,8479,6,6,2019,18,50,11,35,435
3378,Vistara,Kolkata,Banglore,1,No info,9870,24,5,2019,18,50,17,0,1550
3254,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10577,9,6,2019,19,0,18,15,1485
6539,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,27,6,2019,19,0,19,15,1425
8871,Air India,Banglore,New Delhi,2,No info,11728,18,3,2019,23,25,8,50,875
5955,Jet Airways,Delhi,Cochin,2,In-flight meal not included,11507,3,6,2019,19,0,5,30,810
2823,Multiple carriers,Delhi,Cochin,1,No info,10197,18,5,2019,19,0,7,0,720
4845,Multiple carriers,Delhi,Cochin,1,No info,6637,27,3,2019,21,0,11,40,560
9023,Vistara,Banglore,Delhi,0,No info,5403,27,4,2019,14,20,11,30,170
601,SpiceJet,Kolkata,Banglore,0,No info,4174,15,4,2019,19,40,17,10,150
8799,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,9,6,2019,4,25,14,0,865
9335,Air Asia,Banglore,Delhi,0,No info,4483,21,4,2019,2,45,23,55,170
3621,Multiple carriers,Delhi,Cochin,1,No info,15147,3,3,2019,21,0,10,20,640
5851,Air India,Delhi,Cochin,1,No info,12029,27,5,2019,19,15,10,0,555
4359,IndiGo,Delhi,Cochin,0,No info,5895,15,3,2019,17,35,14,30,185
9296,Multiple carriers,Delhi,Cochin,1,No info,6795,12,6,2019,1,30,15,15,615
6879,IndiGo,Kolkata,Banglore,0,No info,4804,9,6,2019,12,20,9,35,165
1044,Air India,Kolkata,Banglore,2,No info,13164,21,5,2019,23,15,8,20,895
8074,IndiGo,Delhi,Cochin,1,No info,10112,15,6,2019,4,35,23,30,305
1557,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,11087,12,3,2019,19,10,20,35,1355
4783,Jet Airways,Kolkata,Banglore,1,No info,14151,6,6,2019,23,35,9,35,840
1487,Jet Airways,Banglore,Delhi,0,In-flight meal not included,4544,27,4,2019,18,10,15,15,175
4100,Jet Airways,Banglore,Delhi,0,No info,7229,12,5,2019,22,50,19,50,180
180,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,1,6,2019,4,25,10,0,1105
4687,Jet Airways,Delhi,Cochin,2,No info,13376,27,6,2019,12,35,14,35,1320
2115,Jet Airways,Banglore,New Delhi,1,No info,22270,1,3,2019,8,15,8,0,1455
1699,IndiGo,Banglore,Delhi,0,No info,4823,12,5,2019,10,5,7,10,175
1379,GoAir,Banglore,New Delhi,1,No info,8352,3,3,2019,20,15,15,45,270
3418,IndiGo,Banglore,New Delhi,0,No info,4545,18,3,2019,1,10,22,20,170
7200,Jet Airways,Delhi,Cochin,2,In-flight meal not included,15812,3,6,2019,19,0,11,40,440
7960,IndiGo,Banglore,Delhi,0,No info,4823,15,4,2019,22,50,20,0,170
6661,Air India,Delhi,Cochin,1,No info,6681,27,3,2019,8,15,6,10,1565
618,Air Asia,Banglore,Delhi,0,No info,6181,3,5,2019,7,45,4,55,170
3717,Multiple carriers,Delhi,Cochin,1,No info,8073,9,5,2019,21,0,9,0,720
10307,IndiGo,Kolkata,Banglore,0,No info,4804,27,6,2019,23,10,20,25,165
1600,Jet Airways,Kolkata,Banglore,1,No info,12681,1,4,2019,18,15,8,25,590
6321,Jet Airways,Delhi,Cochin,1,In-flight meal not included,5177,6,4,2019,12,35,11,30,1505
6575,IndiGo,Banglore,Delhi,0,No info,3419,27,5,2019,3,25,0,30,175
1615,IndiGo,Banglore,Delhi,0,No info,3943,3,6,2019,0,15,21,15,180
10271,Vistara,Banglore,Delhi,0,No info,5088,6,6,2019,22,15,19,30,165
438,Multiple carriers,Delhi,Cochin,1,No info,6481,9,4,2019,19,15,12,50,385
8368,Jet Airways,Delhi,Cochin,1,No info,16289,9,3,2019,4,25,19,15,550
2083,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,7412,21,3,2019,7,40,8,55,1365
8139,Jet Airways,Banglore,Delhi,0,In-flight meal not included,4544,6,4,2019,22,50,19,50,180
5820,IndiGo,Delhi,Cochin,1,No info,6628,27,5,2019,1,30,9,15,975
7558,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,5608,15,5,2019,17,35,10,20,435
5896,Air India,Kolkata,Banglore,0,No info,5510,24,5,2019,16,45,14,15,150
5414,IndiGo,Chennai,Kolkata,0,No info,7295,6,3,2019,14,0,11,35,145
7506,GoAir,Delhi,Cochin,1,No info,7870,24,6,2019,19,35,14,25,310
8861,Vistara,Kolkata,Banglore,1,No info,8452,24,5,2019,22,40,20,20,1580
2545,Multiple carriers,Delhi,Cochin,1,No info,8099,21,5,2019,19,15,9,15,600
5521,Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,4995,27,6,2019,8,30,7,5,85
8719,IndiGo,Banglore,Delhi,0,No info,4990,27,6,2019,21,50,18,55,175
9935,IndiGo,Delhi,Cochin,2,No info,6223,21,3,2019,21,20,4,55,985
1918,Jet Airways,Delhi,Cochin,1,No info,17024,6,3,2019,18,50,9,0,590
8715,Air Asia,Kolkata,Banglore,0,No info,4082,12,3,2019,1,20,22,50,150
10088,Air India,Delhi,Cochin,2,No info,12646,15,6,2019,19,15,12,55,1820
8493,Air India,Banglore,New Delhi,1,No info,9029,15,3,2019,12,55,5,50,425
4196,Jet Airways,Delhi,Cochin,1,No info,14714,6,6,2019,19,0,22,50,1210
8759,Jet Airways,Kolkata,Banglore,1,No info,13759,24,3,2019,23,25,8,25,900
2054,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,7832,9,3,2019,7,40,21,25,615
4782,Multiple carriers,Delhi,Cochin,1,No info,10261,1,6,2019,19,15,11,40,455
9641,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8586,1,5,2019,4,40,8,25,1215
2362,Air India,Banglore,New Delhi,2,No info,12734,12,3,2019,11,20,6,50,1710
2225,IndiGo,Banglore,Delhi,0,No info,4823,12,6,2019,10,5,7,10,175
7921,Jet Airways,Banglore,Delhi,0,In-flight meal not included,3502,9,5,2019,22,50,19,50,180
1126,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,24,5,2019,18,15,6,30,705
4128,Jet Airways,Banglore,Delhi,0,No info,8016,12,6,2019,10,10,7,10,180
8478,Vistara,Banglore,Delhi,0,No info,4668,3,5,2019,14,20,11,30,170
